808.696,340.2270000000001,19.423
802.162,320.62200000000007,17.676
799.355,364.06500000000005,18.726
798.385,329.5,18.154
724.477,395.64599999999996,19.892
725.534,356.69900000000007,20.164
827.886,326.202,19.763
842.727,325.2729999999999,19.697
838.067,319.73299999999995,19.0
847.5,315.778,19.0
864.775,312.5250000000001,19.85
855.52,305.68000000000006,19.24
629.368,475.25700000000006,21.329
622.581,457.086,21.129
722.197,413.4100000000001,20.721
698.2,415.086,20.857
798.944,391.36699999999996,20.857
858.968,395.3979999999999,20.753
884.265,378.2070000000001,21.079
804.422,377.6669999999999,20.755
906.527,367.04099999999994,21.5
792.9,357.11300000000006,20.5
711.571,353.4000000000001,20.514
905.491,352.2260000000001,21.491
721.491,342.3510000000001,21.498
758.333,340.3889999999999,20.556
824.686,337.5709999999999,20.371
701.965,327.62699999999995,22.193
878.211,317.0,20.579
732.4,308.13300000000004,20.933
791.744,241.46099999999979,20.692
611.429,548.357,21.929
464.289,552.711,22.725
618.036,486.98199999999997,21.804
584.442,462.64599999999996,22.233
801.444,446.73299999999995,21.8
608.784,446.9200000000001,22.295
701.676,446.432,21.757
725.889,429.44399999999996,21.756
737.715,417.1569999999999,21.785
715.482,419.5930000000001,21.852
689.857,414.0709999999999,21.0
819.237,407.2049999999999,21.942
792.545,407.182,21.091
801.944,400.155,21.606
820.706,377.05899999999997,21.0
792.294,371.2940000000001,21.0
777.921,352.23800000000006,21.571
678.819,316.3130000000001,22.916
702.286,289.048,21.762
721.336,288.85699999999997,21.731
689.278,278.44399999999996,21.952
727.85,280.9499999999998,21.0
764.182,269.25,21.091
777.161,250.64300000000003,21.589
438.093,881.6479999999999,22.704
580.167,697.125,22.604
565.5,696.4580000000001,22.917
541.11,642.521,23.137
523.333,621.242,22.0
424.204,609.1300000000001,22.37
658.66,600.9939999999999,23.415
542.118,601.0239999999999,22.776
632.248,597.1010000000001,22.936
551.769,585.192,22.769
572.615,580.1310000000001,22.836
587.977,567.6020000000001,22.917
612.946,568.6220000000001,22.216
608.333,554.722,22.0
576.311,547.2650000000001,22.854
658.73,546.8679999999999,22.592
705.222,546.472,22.333
679.842,536.2760000000001,22.368
