876.895,916.579,16.526
356.783,870.0,16.435000000000002
430.5,427.3789999999999,16.46
389.149,640.8309999999999,18.534
803.5,321.0,18.0
288.818,937.932,19.5
725.895,395.42100000000005,19.895
856.571,306.3810000000001,19.905
284.709,719.156,21.128
619.367,484.47900000000004,21.795
805.6,376.5999999999999,21.163
792.217,353.913,20.913
813.289,328.36799999999994,21.026
851.355,323.74199999999996,20.581
219.714,1199.5,21.0
213.933,1195.167,21.0
804.203,400.22,21.458
776.057,345.6289999999999,21.514
825.064,338.38300000000004,21.532
508.414,277.6210000000001,21.724
1112.5,177.28600000000006,21.0
158.697,1546.242,23.03
230.833,1178.083,22.0
600.451,507.43100000000004,23.392
357.566,454.8710000000001,22.885
713.224,451.1120000000001,23.448
621.149,441.8299999999999,22.66
807.5,441.0530000000001,23.211
644.714,426.64300000000003,22.821
796.375,422.375,22.938
835.316,400.42100000000005,22.368
678.351,346.3510000000001,22.684
753.273,271.0909999999999,22.0
685.387,251.1550000000002,23.19
578.579,730.0530000000001,23.316
575.083,686.1669999999999,23.667
580.474,648.3679999999999,23.579
635.83,598.6379999999999,23.766
570.167,581.25,23.333
653.143,580.5709999999999,23.5
583.226,568.613,23.613
568.0,562.0,23.0
632.767,551.8330000000001,23.267
592.458,529.9580000000001,23.542
492.977,516.9770000000001,23.909
568.625,502.125,23.75
464.5,496.125,23.75
543.516,491.93499999999995,23.688
499.593,475.6300000000001,23.444
739.538,472.87200000000007,23.667
673.158,432.1579999999999,23.0
560.25,388.47900000000004,24.125
646.918,380.4749999999999,23.967
913.087,370.56500000000005,23.261
898.364,368.0909999999999,23.0
611.337,360.02,24.184
658.366,351.78099999999995,24.146
674.717,337.8299999999999,23.434
110.5,1575.5,24.75
92.917,1488.708,24.417
163.5,1385.0,24.0
142.059,1209.177,24.0
427.929,843.893,24.429
573.478,756.348,24.565
552.375,755.75,24.188
504.025,731.0,24.875
582.933,694.2,24.0
527.5,661.7139999999999,24.0
571.5,659.0,24.0
600.333,602.75,24.0
876.753,567.392,25.505
881.364,541.182,24.636
746.208,537.4580000000001,24.0
827.276,539.069,24.621
929.438,532.25,24.0
533.0,527.923,24.615
945.5,513.8699999999999,24.519
557.0,508.0,24.5
691.935,472.80600000000004,24.677
593.636,456.0909999999999,24.0
560.826,398.1300000000001,24.087
654.5,367.5,24.0
633.587,344.50700000000006,25.013
595.762,320.095,24.857
158.086,1373.829,25.971
1133.915,1246.225,26.302
359.045,915.0,25.545
552.299,836.126,25.552
361.842,833.4739999999999,25.579
458.364,823.0909999999999,25.5
437.235,768.7650000000001,25.382
453.486,747.9190000000001,25.973
695.804,691.1959999999999,25.745
491.0,642.5,25.0
443.917,640.722,25.667
488.177,624.5319999999999,25.565
663.308,599.846,25.0
536.0,571.2940000000001,25.588
759.61,568.0509999999999,25.61
425.57,541.8599999999999,25.733
454.875,544.028,26.417
787.615,523.385,25.0
814.054,507.45900000000006,25.541
744.609,498.0,25.478
784.8,487.86699999999996,25.2
522.167,469.4169999999999,25.708
628.265,437.05899999999997,25.176
487.0,436.9549999999999,25.545
589.824,384.8230000000001,25.706
583.273,346.4090000000001,25.227
582.25,322.8330000000001,25.458
590.295,308.923,25.603
606.0,308.25,25.9
584.732,267.92700000000013,25.951
112.077,204.61499999999978,25.846
304.136,1530.045,26.0
177.5,1473.667,26.0
181.4,1427.95,26.75
1187.573,1307.813,26.708
1170.56,1283.825,27.012
140.167,1149.083,26.0
388.0,1119.171,26.543
370.76,1074.12,26.76
309.284,1064.635,26.5
437.786,943.357,26.0
312.406,926.1880000000001,26.312
364.118,907.8530000000001,26.941
449.824,908.1179999999999,26.824
317.167,901.6669999999999,26.444
484.615,840.385,26.0
381.9,836.9000000000001,26.0
559.688,796.3119999999999,26.625
441.296,775.519,26.519
529.27,766.2429999999999,26.622
390.081,731.0809999999999,26.73
